,,0
CHTR,KHC,-0.6881101502935396
GILD,CTAS,-0.686760256600311
CTAS,GILD,-0.686760256600311
PYPL,INTU,-0.6863947618135321
INTU,PYPL,-0.6863947618135321
GILD,ORLY,-0.6858455642195025
ORLY,GILD,-0.6858455642195025
ILMN,NVDA,-0.6854578230691029
NVDA,ILMN,-0.6854578230691029
ZS,EXC,-0.6851993570697604
EXC,ZS,-0.6851993570697604
AAPL,KHC,-0.6851919709641253
KHC,AAPL,-0.6851919709641253
NFLX,XEL,-0.6844517436155708
XEL,NFLX,-0.6844517436155708
ORLY,PYPL,-0.6841662335182255
PYPL,ORLY,-0.6841662335182255
NFLX,AEP,-0.6834529249244075
AEP,NFLX,-0.6834529249244075
KDP,AAPL,-0.6827897009170808
AAPL,KDP,-0.6827897009170808
BKR,ILMN,-0.6819109261163442
ILMN,BKR,-0.6819109261163442
INTC,JD,-0.6812646923516424
JD,INTC,-0.6812646923516424
AAPL,WBA,-0.680349759781621
WBA,AAPL,-0.680349759781621
LULU,KHC,-0.6795935246784253
KHC,LULU,-0.6795935246784253
PEP,FANG,-0.6792724920456531
FANG,PEP,-0.6792724920456531
TEAM,ENPH,-0.6774197741619071
ENPH,TEAM,-0.6774197741619071
XEL,INTC,-0.6768396636652821
INTC,XEL,-0.6768396636652821
AEP,AAPL,-0.676759569331362
AAPL,AEP,-0.676759569331362
VRTX,GILD,-0.6745799988516046
GILD,VRTX,-0.6745799988516046
MAR,JD,-0.6744154293277803
JD,MAR,-0.6744154293277803
CHTR,WBA,-0.6742422880035972
WBA,CHTR,-0.6742422880035972
ILMN,PANW,-0.6741810161346609
PANW,ILMN,-0.6741810161346609
BIIB,FANG,-0.6727558064778066
FANG,BIIB,-0.6727558064778066
EXC,GOOG,-0.6727364798211042
GOOG,EXC,-0.6727364798211042
XEL,NXPI,-0.6725099900654716
NXPI,XEL,-0.6725099900654716
VRTX,XEL,-0.6724790613914676
XEL,VRTX,-0.6724790613914676
CTSH,ENPH,-0.6715093465540097
ENPH,CTSH,-0.6715093465540097
CPRT,ILMN,-0.670723733671401
ILMN,CPRT,-0.670723733671401
PYPL,KLAC,-0.6699045106478811
KLAC,PYPL,-0.6699045106478811
GOOGL,EXC,-0.6696543688616827
EXC,GOOGL,-0.6696543688616827
INTU,DLTR,-0.669492313854778
DLTR,INTU,-0.669492313854778
KDP,TTD,-0.6688559452632181
TTD,KDP,-0.6688559452632181
CTSH,AEP,-0.6677395068276105
AEP,CTSH,-0.6677395068276105
MU,KDP,-0.6676335110767294
KDP,MU,-0.6676335110767294
LULU,AEP,-0.6674936494591002
AEP,LULU,-0.6674936494591002
SNPS,DLTR,-0.6671468355559533
DLTR,SNPS,-0.6671468355559533
ADBE,DLTR,-0.6668425161973136
DLTR,ADBE,-0.6668425161973136
ILMN,CHTR,-0.6666198294590706
CHTR,ILMN,-0.6666198294590706
ZS,PYPL,-0.6664415971772718
PYPL,ZS,-0.6664415971772718
TEAM,MRNA,-0.6654996935003952
MRNA,TEAM,-0.6654996935003952
ZS,DLTR,-0.6648897893433827
DLTR,ZS,-0.6648897893433827
PYPL,COST,-0.6645024023023278
COST,PYPL,-0.6645024023023278
CTSH,WBA,-0.6633885363834722
WBA,CTSH,-0.6633885363834722
AEP,MRVL,-0.6628647328856088
MRVL,AEP,-0.6628647328856088
CHTR,AEP,-0.6623305739567708
AEP,CHTR,-0.6623305739567708
VRTX,ILMN,-0.6621968092164753
ILMN,VRTX,-0.6621968092164753
SGEN,PYPL,-0.6602211725069336
PYPL,SGEN,-0.6602211725069336
KDP,CTAS,-0.6599345495043453
CTAS,KDP,-0.6599345495043453
FANG,DLTR,-0.6597382315953304
DLTR,FANG,-0.6597382315953304
WBA,AMD,-0.6596188852950434
AMD,WBA,-0.6596188852950434
ROST,ILMN,-0.6591995518075354
ILMN,ROST,-0.6591995518075354
GILD,NFLX,-0.6589823116944724
NFLX,GILD,-0.6589823116944724
PYPL,LRCX,-0.6588591069876228
LRCX,PYPL,-0.6588591069876228
MRVL,KHC,-0.6582713617019365
KHC,MRVL,-0.6582713617019365
PYPL,MU,-0.6575712570558767
MU,PYPL,-0.6575712570558767
BIIB,ROST,-0.6573366394286556
ROST,BIIB,-0.6573366394286556
MSFT,ILMN,-0.6571892079207025
ILMN,MSFT,-0.6571892079207025
AMD,KHC,-0.6571054637507436
KHC,AMD,-0.6571054637507436
KDP,ADBE,-0.6552139492943627
ADBE,KDP,-0.6552139492943627
ODFL,ILMN,-0.6550049609336743
ILMN,ODFL,-0.6550049609336743
SGEN,KDP,-0.6535345838876395
KDP,SGEN,-0.6535345838876395
AMD,XEL,-0.6532417174945672
XEL,AMD,-0.6532417174945672
GILD,ZS,-0.6529832047909597
ZS,GILD,-0.6529832047909597
BIIB,ADBE,-0.6529387593890632
ADBE,BIIB,-0.6529387593890632
AAPL,XEL,-0.6524642901052015
XEL,AAPL,-0.6524642901052015
WBA,TSLA,-0.6522123758582832
TSLA,WBA,-0.6522123758582832
CMCSA,GILD,-0.6512682463168308
GILD,CMCSA,-0.6512682463168308
AMAT,KDP,-0.6512670872548414
KDP,AMAT,-0.6512670872548414
BIIB,CRWD,-0.6507181983845296
CRWD,BIIB,-0.6507181983845296
ODFL,BIIB,-0.6503297275172149
BIIB,ODFL,-0.6503297275172149
KDP,LRCX,-0.650305116255316
LRCX,KDP,-0.650305116255316
TSLA,JD,-0.6499242944056014
JD,TSLA,-0.6499242944056014
AMAT,EXC,-0.6494586308655498
EXC,AMAT,-0.6494586308655498
KDP,COST,-0.6475832155890933
COST,KDP,-0.6475832155890933
WBA,MELI,-0.6472375919594929
MELI,WBA,-0.6472375919594929
DLTR,PDD,-0.6466545523720432
PDD,DLTR,-0.6466545523720432
KHC,CTSH,-0.6459412151960389
CTSH,KHC,-0.6459412151960389
LRCX,ILMN,-0.645829992334616
ILMN,LRCX,-0.645829992334616
PYPL,INTC,-0.6458192980720556
INTC,PYPL,-0.6458192980720556
ZS,KDP,-0.6457180154868583
KDP,ZS,-0.6457180154868583
INTU,BIIB,-0.6455368431892148
BIIB,INTU,-0.6455368431892148
ORLY,KDP,-0.6446260305408487
KDP,ORLY,-0.6446260305408487
WBA,FANG,-0.6445745427377051
FANG,WBA,-0.6445745427377051
KHC,NXPI,-0.6438535271115318
NXPI,KHC,-0.6438535271115318
AMGN,ADI,-0.6437804400345443
ADI,AMGN,-0.6437804400345443
AMAT,PYPL,-0.6426432393875031
PYPL,AMAT,-0.6426432393875031
ENPH,TSLA,-0.6425324600606273
TSLA,ENPH,-0.6425324600606273
ZS,BIIB,-0.6424501828036101
BIIB,ZS,-0.6424501828036101
FANG,KHC,-0.6418396553422987
KHC,FANG,-0.6418396553422987
AMGN,PEP,-0.6413469708342031
PEP,AMGN,-0.6413469708342031
BKNG,ILMN,-0.6411012099467388
ILMN,BKNG,-0.6411012099467388
MU,EXC,-0.6408985864534877
EXC,MU,-0.6408985864534877
SGEN,XEL,-0.6398251355744188
XEL,SGEN,-0.6398251355744188
DXCM,CHTR,-0.6381020976089316
CHTR,DXCM,-0.6381020976089316
PCAR,BIIB,-0.6376683752024576
BIIB,PCAR,-0.6376683752024576
ENPH,CHTR,-0.6375945703680996
CHTR,ENPH,-0.6375945703680996
KDP,LULU,-0.6361328487464397
LULU,KDP,-0.6361328487464397
NVDA,EXC,-0.6360129879314116
EXC,NVDA,-0.6360129879314116
EXC,META,-0.6345956076567816
META,EXC,-0.6345956076567816
GILD,INTC,-0.6338958848681077
INTC,GILD,-0.6338958848681077
ILMN,AMAT,-0.6337388453220476
AMAT,ILMN,-0.6337388453220476
ENPH,BKR,-0.6324766316131154
BKR,ENPH,-0.6324766316131154
FAST,PYPL,-0.6320397276539788
PYPL,FAST,-0.6320397276539788
ILMN,FAST,-0.6319259750881598
FAST,ILMN,-0.6319259750881598
ORLY,AEP,-0.6318046803078468
AEP,ORLY,-0.6318046803078468
XEL,ABNB,-0.6318009764952291
ABNB,XEL,-0.6318009764952291
GILD,ABNB,-0.631539936132816
ABNB,GILD,-0.631539936132816
HON,BKNG,-0.6304458144367521
BKNG,HON,-0.6304458144367521
LRCX,EXC,-0.6301431256743041
EXC,LRCX,-0.6301431256743041
CDNS,EXC,-0.6297446344509936
EXC,CDNS,-0.6297446344509936
DDOG,MRNA,-0.6274643894400376
MRNA,DDOG,-0.6274643894400376
CRWD,TXN,-0.6271552789116088
TXN,CRWD,-0.6271552789116088
CEG,EXC,-0.6269277746795514
EXC,CEG,-0.6269277746795514
PYPL,PCAR,-0.6261789483326298
PCAR,PYPL,-0.6261789483326298
BKNG,PYPL,-0.6254268591655926
PYPL,BKNG,-0.6254268591655926
CSCO,WBA,-0.6240298660970617
WBA,CSCO,-0.6240298660970617
ORLY,KHC,-0.6239938088879621
KHC,ORLY,-0.6239938088879621
PANW,EXC,-0.6225820846762774
EXC,PANW,-0.6225820846762774
KLAC,KDP,-0.619880183923713
KDP,KLAC,-0.619880183923713
WBD,CEG,-0.6188908178198801
CEG,WBD,-0.6188908178198801
BIIB,COST,-0.6181838450023347
COST,BIIB,-0.6181838450023347
EXC,CPRT,-0.617996159572545
CPRT,EXC,-0.617996159572545
DDOG,XEL,-0.6173188719757927
XEL,DDOG,-0.6173188719757927
CSCO,SBUX,-0.6171625395889448
SBUX,CSCO,-0.6171625395889448
AMGN,ILMN,-0.6171083758501391
ILMN,AMGN,-0.6171083758501391
EXC,AMZN,-0.6166148652884845
AMZN,EXC,-0.6166148652884845
AEP,DDOG,-0.6163761014645739
DDOG,AEP,-0.6163761014645739
GILD,NXPI,-0.616304558292075
NXPI,GILD,-0.616304558292075
EXC,KLAC,-0.6160665215374019
KLAC,EXC,-0.6160665215374019
COST,DLTR,-0.6160388806371847
DLTR,COST,-0.6160388806371847
GOOG,DLTR,-0.6157685972613294
DLTR,GOOG,-0.6157685972613294
INTC,BIIB,-0.6157049640974623
BIIB,INTC,-0.6157049640974623
EXC,AVGO,-0.6148058276479931
AVGO,EXC,-0.6148058276479931
INTC,DLTR,-0.6147781849759577
DLTR,INTC,-0.6147781849759577
PYPL,MAR,-0.6139944227642884
MAR,PYPL,-0.6139944227642884
WDAY,ILMN,-0.6137729995274772
ILMN,WDAY,-0.6137729995274772
TEAM,DLTR,-0.6132063216917685
DLTR,TEAM,-0.6132063216917685
TXN,FANG,-0.6130947832708463
FANG,TXN,-0.6130947832708463
PCAR,KDP,-0.6120781629472202
KDP,PCAR,-0.6120781629472202
DDOG,WBA,-0.6118588432833709
WBA,DDOG,-0.6118588432833709
COST,EXC,-0.6115301382052633
EXC,COST,-0.6115301382052633
CEG,KDP,-0.6109590519637506
KDP,CEG,-0.6109590519637506
EXC,ADBE,-0.6095476734067293
ADBE,EXC,-0.6095476734067293
MRNA,BKR,-0.6090867689391017
BKR,MRNA,-0.6090867689391017
GOOGL,DLTR,-0.6084357333321521
DLTR,GOOGL,-0.6084357333321521
MRVL,MRNA,-0.6079464147661722
MRNA,MRVL,-0.6079464147661722
AMGN,TXN,-0.6078979386372715
TXN,AMGN,-0.6078979386372715
EXC,TEAM,-0.6074332896046422
TEAM,EXC,-0.6074332896046422
EXC,VRSK,-0.60689145305241
VRSK,EXC,-0.60689145305241
BIIB,BKR,-0.6065854913680747
BKR,BIIB,-0.6065854913680747
SGEN,SIRI,-0.6065852645802291
SIRI,SGEN,-0.6065852645802291
CEG,JD,-0.6049529639501774
JD,CEG,-0.6049529639501774
TEAM,GILD,-0.6048530553793164
GILD,TEAM,-0.6048530553793164
DLTR,CTAS,-0.6041761596473978
CTAS,DLTR,-0.6041761596473978
BIIB,SNPS,-0.6039319128380556
SNPS,BIIB,-0.6039319128380556
LULU,GILD,-0.6029574349990385
GILD,LULU,-0.6029574349990385
AMGN,DLTR,-0.6014809818175479
DLTR,AMGN,-0.6014809818175479
FTNT,PDD,-0.6010591024131193
PDD,FTNT,-0.6010591024131193
PYPL,WDAY,-0.599564373846779
WDAY,PYPL,-0.599564373846779
CHTR,DLTR,-0.598556389081742
DLTR,CHTR,-0.598556389081742
KHC,ABNB,-0.5972167617132278
ABNB,KHC,-0.5972167617132278
ILMN,NFLX,-0.5963735987910379
NFLX,ILMN,-0.5963735987910379
AMGN,ASML,-0.5961753393070142
ASML,AMGN,-0.5961753393070142
NXPI,AEP,-0.5958864607396959
AEP,NXPI,-0.5958864607396959
PYPL,AMD,-0.5958558849609418
AMD,PYPL,-0.5958558849609418
AEP,FANG,-0.5957896233451755
FANG,AEP,-0.5957896233451755
ABNB,MRNA,-0.594540562932821
MRNA,ABNB,-0.594540562932821
TMUS,ON,-0.5938563061567773
ON,TMUS,-0.5938563061567773
VRSK,DLTR,-0.5928497723507908
DLTR,VRSK,-0.5928497723507908
CHTR,BIIB,-0.5926477843765985
BIIB,CHTR,-0.5926477843765985
ILMN,ORLY,-0.5910772572675277
ORLY,ILMN,-0.5910772572675277
CTSH,MRNA,-0.5910732747856745
MRNA,CTSH,-0.5910732747856745
AMD,EXC,-0.590957073285591
EXC,AMD,-0.590957073285591
XEL,LULU,-0.5900142162507185
LULU,XEL,-0.5900142162507185
ODFL,GILD,-0.5897578750408469
GILD,ODFL,-0.5897578750408469
CTAS,BIIB,-0.5896432772518986
BIIB,CTAS,-0.5896432772518986
MELI,GILD,-0.5891335490466814
GILD,MELI,-0.5891335490466814
CEG,GILD,-0.5883843660176176
GILD,CEG,-0.5883843660176176
AMGN,BIIB,-0.5881779191396822
BIIB,AMGN,-0.5881779191396822
ROST,AZN,-0.5874758890260006
AZN,ROST,-0.5874758890260006
EXC,BKNG,-0.5864597678167726
BKNG,EXC,-0.5864597678167726
TEAM,JD,-0.5863824957377833
JD,TEAM,-0.5863824957377833
EXC,INTU,-0.5861136424391457
INTU,EXC,-0.5861136424391457
GEHC,ADP,-0.5859682227843793
ADP,GEHC,-0.5859682227843793
ORLY,XEL,-0.5856596300632475
XEL,ORLY,-0.5856596300632475
REGN,DLTR,-0.5847892370711628
DLTR,REGN,-0.5847892370711628
JD,REGN,-0.5835171624705201
REGN,JD,-0.5835171624705201
KDP,INTU,-0.5813924964107249
INTU,KDP,-0.5813924964107249
REGN,ENPH,-0.5804343166254524
ENPH,REGN,-0.5804343166254524
CMCSA,ILMN,-0.5804124206118539
ILMN,CMCSA,-0.5804124206118539
ROST,GEHC,-0.5802315225272996
GEHC,ROST,-0.5802315225272996
EXC,MSFT,-0.58017706275406
MSFT,EXC,-0.58017706275406
ENPH,ABNB,-0.5801045192857052
ABNB,ENPH,-0.5801045192857052
HON,CRWD,-0.5798095879077222
CRWD,HON,-0.5798095879077222
CDNS,DLTR,-0.5797468720490615
DLTR,CDNS,-0.5797468720490615
ODFL,JD,-0.5795967119563133
JD,ODFL,-0.5795967119563133
CEG,GFS,-0.5794162152650704
GFS,CEG,-0.5794162152650704
KLAC,JD,-0.5791019041297574
JD,KLAC,-0.5791019041297574
ENPH,FANG,-0.5788891721060178
FANG,ENPH,-0.5788891721060178
PCAR,EXC,-0.5788532268605971
EXC,PCAR,-0.5788532268605971
EXC,MAR,-0.5780406629797452
MAR,EXC,-0.5780406629797452
TSLA,KDP,-0.5778607053020868
KDP,TSLA,-0.5778607053020868
CSCO,ENPH,-0.5775964095955455
ENPH,CSCO,-0.5775964095955455
ILMN,CTSH,-0.5772616912229248
CTSH,ILMN,-0.5772616912229248
NFLX,KDP,-0.5771987509502656
KDP,NFLX,-0.5771987509502656
KHC,DDOG,-0.5767264464003138
DDOG,KHC,-0.5767264464003138
KHC,REGN,-0.5764429245938132
REGN,KHC,-0.5764429245938132
ENPH,DDOG,-0.5761399056168321
DDOG,ENPH,-0.5761399056168321
DXCM,PDD,-0.5747809641772429
PDD,DXCM,-0.5747809641772429
CMCSA,JD,-0.5739629410694892
JD,CMCSA,-0.5739629410694892
GOOG,HON,-0.5735875080629496
HON,GOOG,-0.5735875080629496
HON,GOOGL,-0.5733422050232154
GOOGL,HON,-0.5733422050232154
REGN,WBA,-0.5729633263772242
WBA,REGN,-0.5729633263772242
AVGO,DLTR,-0.571403960133139
DLTR,AVGO,-0.571403960133139
KDP,MRVL,-0.5707494965809692
MRVL,KDP,-0.5707494965809692
HON,MELI,-0.5705334899468398
MELI,HON,-0.5705334899468398
JD,ZS,-0.5700322655544416
ZS,JD,-0.5700322655544416
FTNT,ROST,-0.5686665553063948
ROST,FTNT,-0.5686665553063948
PDD,GEHC,-0.5679218183897913
GEHC,PDD,-0.5679218183897913
REGN,DXCM,-0.5676646346247354
DXCM,REGN,-0.5676646346247354
DLTR,PANW,-0.5669960465731322
PANW,DLTR,-0.5669960465731322
TXN,CTAS,-0.5667139364023096
CTAS,TXN,-0.5667139364023096
DLTR,BKR,-0.5661237074935499
BKR,DLTR,-0.5661237074935499
META,HON,-0.5660342713068475
HON,META,-0.5660342713068475
NFLX,JD,-0.5653776099543495
JD,NFLX,-0.5653776099543495
INTC,KDP,-0.5651567890328041
KDP,INTC,-0.5651567890328041
PCAR,DLTR,-0.5645279718940746
DLTR,PCAR,-0.5645279718940746
ILMN,TEAM,-0.5644470772365384
TEAM,ILMN,-0.5644470772365384
ODFL,DLTR,-0.5638556957452209
DLTR,ODFL,-0.5638556957452209
ISRG,GILD,-0.5615085968398071
GILD,ISRG,-0.5615085968398071
HON,CDNS,-0.5610124930762407
CDNS,HON,-0.5610124930762407
AEP,MELI,-0.5606678141060693
MELI,AEP,-0.5606678141060693
NVDA,DLTR,-0.560238203851783
DLTR,NVDA,-0.560238203851783
ON,GILD,-0.5589403055088875
GILD,ON,-0.5589403055088875
MRVL,ENPH,-0.558808782320835
ENPH,MRVL,-0.558808782320835
EXC,FAST,-0.5579958636923074
FAST,EXC,-0.5579958636923074
TTD,PYPL,-0.5559358088506408
PYPL,TTD,-0.5559358088506408
MRVL,WBA,-0.5558538595971237
WBA,MRVL,-0.5558538595971237
GILD,CSCO,-0.5557309208906629
CSCO,GILD,-0.5557309208906629
AAPL,PYPL,-0.5556727361669139
PYPL,AAPL,-0.5556727361669139
MRVL,TMUS,-0.555082662823453
TMUS,MRVL,-0.555082662823453
BIIB,KLAC,-0.5549433598475824
KLAC,BIIB,-0.5549433598475824
XEL,FANG,-0.5546884678850861
FANG,XEL,-0.5546884678850861
CMCSA,PYPL,-0.5532959093411948
PYPL,CMCSA,-0.5532959093411948
ANSS,AMGN,-0.5529610239144063
AMGN,ANSS,-0.5529610239144063
WDAY,EXC,-0.5521698480123992
EXC,WDAY,-0.5521698480123992
JD,ABNB,-0.5518076061937679
ABNB,JD,-0.5518076061937679
KDP,DDOG,-0.5517719260473045
DDOG,KDP,-0.5517719260473045
HON,INTU,-0.5516832254127048
INTU,HON,-0.5516832254127048
TXN,PDD,-0.5516734916806961
PDD,TXN,-0.5516734916806961
AEP,REGN,-0.5510655196462825
REGN,AEP,-0.5510655196462825
AEP,ABNB,-0.5510315876255264
ABNB,AEP,-0.5510315876255264
CSCO,DLTR,-0.5509085452533136
DLTR,CSCO,-0.5509085452533136
TEAM,HON,-0.5506873219420657
HON,TEAM,-0.5506873219420657
WBD,CTAS,-0.5505628778441506
CTAS,WBD,-0.5505628778441506
KDP,BKNG,-0.5503529154647882
BKNG,KDP,-0.5503529154647882
ANSS,JD,-0.5499766216895114
JD,ANSS,-0.5499766216895114
DLTR,KLAC,-0.5490712661037987
KLAC,DLTR,-0.5490712661037987
GFS,AMGN,-0.5490102795387449
AMGN,GFS,-0.5490102795387449
SBUX,VRSK,-0.5483604056075255
VRSK,SBUX,-0.5483604056075255
TXN,LULU,-0.5477808696961964
LULU,TXN,-0.5477808696961964
MAR,KDP,-0.5460131857400231
KDP,MAR,-0.5460131857400231
CEG,DXCM,-0.5459447923738324
DXCM,CEG,-0.5459447923738324
ANSS,GILD,-0.5455965037662601
GILD,ANSS,-0.5455965037662601
GILD,CTSH,-0.5447728685612924
CTSH,GILD,-0.5447728685612924
MU,DLTR,-0.5435020224395409
DLTR,MU,-0.5435020224395409
DDOG,ILMN,-0.5421581588138333
ILMN,DDOG,-0.5421581588138333
NXPI,MRNA,-0.5411264509754453
MRNA,NXPI,-0.5411264509754453
CEG,PEP,-0.5409753020294774
PEP,CEG,-0.5409753020294774
DLTR,META,-0.5403918021265119
META,DLTR,-0.5403918021265119
PEP,CHTR,-0.5402526206198345
CHTR,PEP,-0.5402526206198345
PEP,ROST,-0.5395381669790912
ROST,PEP,-0.5395381669790912
XEL,ON,-0.5386218457772927
ON,XEL,-0.5386218457772927
AMZN,DLTR,-0.5380972524546791
DLTR,AMZN,-0.5380972524546791
CSCO,MRNA,-0.5375684582962131
MRNA,CSCO,-0.5375684582962131
REGN,XEL,-0.5372953852020642
XEL,REGN,-0.5372953852020642
SNPS,TXN,-0.5370432455496977
TXN,SNPS,-0.5370432455496977
MRNA,REGN,-0.5365675050657014
REGN,MRNA,-0.5365675050657014
PDD,MDLZ,-0.5362026123734321
MDLZ,PDD,-0.5362026123734321
XEL,MELI,-0.5350772861236275
MELI,XEL,-0.5350772861236275
ODFL,HON,-0.5346186621498032
HON,ODFL,-0.5346186621498032
PDD,WBA,-0.5335552958325392
WBA,PDD,-0.5335552958325392
PYPL,NFLX,-0.5334803883807404
NFLX,PYPL,-0.5334803883807404
KDP,CMCSA,-0.5317578111522714
CMCSA,KDP,-0.5317578111522714
BIIB,AVGO,-0.5310310475421501
AVGO,BIIB,-0.5310310475421501
SIRI,ANSS,-0.5287497693043571
ANSS,SIRI,-0.5287497693043571
SBUX,CEG,-0.5277046343183556
CEG,SBUX,-0.5277046343183556
WBA,NXPI,-0.5274909216820081
NXPI,WBA,-0.5274909216820081
WDAY,KDP,-0.5269997418239213
KDP,WDAY,-0.5269997418239213
ABNB,WBA,-0.526588536804074
WBA,ABNB,-0.526588536804074
INTU,TXN,-0.5258380575557922
TXN,INTU,-0.5258380575557922
SGEN,EXC,-0.5249961184480125
EXC,SGEN,-0.5249961184480125
GOOGL,SBUX,-0.5241035285527518
SBUX,GOOGL,-0.5241035285527518
EXC,CTAS,-0.523853904391858
CTAS,EXC,-0.523853904391858
HON,NVDA,-0.5233388123032259
NVDA,HON,-0.5233388123032259
AMGN,ALGN,-0.5228077954085477
ALGN,AMGN,-0.5228077954085477
SBUX,GOOG,-0.522649723838216
GOOG,SBUX,-0.522649723838216
HON,SNPS,-0.5220118110441471
SNPS,HON,-0.5220118110441471
INTC,EXC,-0.5218170983391586
EXC,INTC,-0.5218170983391586
HON,CSCO,-0.5212089259551108
CSCO,HON,-0.5212089259551108
FANG,MRNA,-0.5211647478943898
MRNA,FANG,-0.5211647478943898
VRTX,TXN,-0.5207992840374929
TXN,VRTX,-0.5207992840374929
EXC,TSLA,-0.5198951178276439
TSLA,EXC,-0.5198951178276439
CDNS,BIIB,-0.5185214324952486
BIIB,CDNS,-0.5185214324952486
CHTR,MRNA,-0.5182099593067855
MRNA,CHTR,-0.5182099593067855
ENPH,NXPI,-0.5175143493041171
NXPI,ENPH,-0.5175143493041171
ZS,TXN,-0.516385234562581
TXN,ZS,-0.516385234562581
EXC,NFLX,-0.5153447169664226
NFLX,EXC,-0.5153447169664226
ADBE,TXN,-0.5147202339094
TXN,ADBE,-0.5147202339094
SBUX,PANW,-0.5146096429016216
PANW,SBUX,-0.5146096429016216
MAR,BIIB,-0.5132222550783756
BIIB,MAR,-0.5132222550783756
MELI,EXC,-0.5123303548131308
EXC,MELI,-0.5123303548131308
AZN,FANG,-0.5114081146465492
FANG,AZN,-0.5114081146465492
ISRG,KDP,-0.5113114304337308
KDP,ISRG,-0.5113114304337308
DLTR,BKNG,-0.5112593386184011
BKNG,DLTR,-0.5112593386184011
PANW,HON,-0.5111139291411737
HON,PANW,-0.5111139291411737
SBUX,NVDA,-0.510096470216599
NVDA,SBUX,-0.510096470216599
CRWD,EBAY,-0.5098415259181499
EBAY,CRWD,-0.5098415259181499
AMGN,IDXX,-0.5090818269633108
IDXX,AMGN,-0.5090818269633108
BIIB,BKNG,-0.5087354402322757
BKNG,BIIB,-0.5087354402322757
MRVL,JD,-0.5085788272810335
JD,MRVL,-0.5085788272810335
KHC,MELI,-0.5084372219967122
MELI,KHC,-0.5084372219967122
CSCO,JD,-0.5078925206400139
JD,CSCO,-0.5078925206400139
GEHC,SIRI,-0.5078888747691288
SIRI,GEHC,-0.5078888747691288
AMGN,WBD,-0.5073394649584444
WBD,AMGN,-0.5073394649584444
BIIB,WDAY,-0.5055291465935013
WDAY,BIIB,-0.5055291465935013
WDAY,DLTR,-0.5054720236235306
DLTR,WDAY,-0.5054720236235306
TEAM,SBUX,-0.5052817696752435
SBUX,TEAM,-0.5052817696752435
MAR,HON,-0.5050195500034931
HON,MAR,-0.5050195500034931
INTC,TXN,-0.5033236304915031
TXN,INTC,-0.5033236304915031
PYPL,TEAM,-0.5032625369317527
TEAM,PYPL,-0.5032625369317527
DLTR,AMAT,-0.5023207804158912
AMAT,DLTR,-0.5023207804158912
PDD,ALGN,-0.5021604513181224
ALGN,PDD,-0.5021604513181224
PANW,BIIB,-0.5010684002518838
BIIB,PANW,-0.5010684002518838
MAR,DLTR,-0.5001190670026329
DLTR,MAR,-0.5001190670026329
AVGO,SBUX,-0.5000981593891338
SBUX,AVGO,-0.5000981593891338
TXN,COST,-0.499706418248305
COST,TXN,-0.499706418248305
JD,DDOG,-0.4989619225683082
DDOG,JD,-0.4989619225683082
TEAM,BIIB,-0.4980837541004241
BIIB,TEAM,-0.4980837541004241
TXN,GOOG,-0.4980584950656122
GOOG,TXN,-0.4980584950656122
CEG,AZN,-0.4968985207930347
AZN,CEG,-0.4968985207930347
PYPL,DDOG,-0.4966031932062048
DDOG,PYPL,-0.4966031932062048
VRTX,ZM,-0.4963682342959283
ZM,VRTX,-0.4963682342959283
VRTX,EXC,-0.4944818990437294
EXC,VRTX,-0.4944818990437294
PEP,ZS,-0.4935452828580455
ZS,PEP,-0.4935452828580455
CHTR,AZN,-0.4928283558765193
AZN,CHTR,-0.4928283558765193
AMGN,MDLZ,-0.4925892384769551
MDLZ,AMGN,-0.4925892384769551
MU,HON,-0.49167187315376
HON,MU,-0.49167187315376
ADBE,SBUX,-0.4916472448082952
SBUX,ADBE,-0.4916472448082952
ODFL,EXC,-0.4911783127161992
EXC,ODFL,-0.4911783127161992
TXN,GOOGL,-0.4893929992986228
GOOGL,TXN,-0.4893929992986228
GILD,MNST,-0.4883366682845341
MNST,GILD,-0.4883366682845341
SBUX,TTD,-0.487823552665
TTD,SBUX,-0.487823552665
SBUX,TSLA,-0.4876764807753609
TSLA,SBUX,-0.4876764807753609
EXC,AAPL,-0.487648460622052
AAPL,EXC,-0.487648460622052
SGEN,DLTR,-0.487193623916182
DLTR,SGEN,-0.487193623916182
VRSK,HON,-0.4869380059573314
HON,VRSK,-0.4869380059573314
EXC,MRVL,-0.4856674359004156
MRVL,EXC,-0.4856674359004156
AZN,ZS,-0.484790756175473
ZS,AZN,-0.484790756175473
CRWD,WBD,-0.484771483781922
WBD,CRWD,-0.484771483781922
WBD,VRSK,-0.4846282044727628
VRSK,WBD,-0.4846282044727628
VRSK,TXN,-0.484552698298762
TXN,VRSK,-0.484552698298762
ILMN,SGEN,-0.4840525028990155
SGEN,ILMN,-0.4840525028990155
HON,COST,-0.4838734781164582
COST,HON,-0.4838734781164582
CTSH,EXC,-0.4836770263292548
EXC,CTSH,-0.4836770263292548
DDOG,EXC,-0.4818577338378616
EXC,DDOG,-0.4818577338378616
CSCO,PYPL,-0.480787869161999
PYPL,CSCO,-0.480787869161999
CPRT,DLTR,-0.4807067838334767
DLTR,CPRT,-0.4807067838334767
TMUS,TTD,-0.4806465737789376
TTD,TMUS,-0.4806465737789376
KHC,ON,-0.4800596379358562
ON,KHC,-0.4800596379358562
FANG,HON,-0.4794852979213521
